행정구역(시군구)별,총인구수 (명)
서울특별시,9532428
부산광역시,3356311
대구광역시,2390721
인천광역시,2945009
광주광역시,1442454
대전광역시,1454228
울산광역시,1122566
세종특별자치시,368276
경기도,13549577
강원도,1537717
충청북도,1596948
충청남도,2118977
전라북도,1789770
전라남도,1834653
경상북도,2627925
경상남도,3318161
제주특별자치도,676569
