지점,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(hr)
400,2023-04-05 2:00,12.4,98.8,1,1.5,,,93.6,0,0
400,2023-04-05 3:00,12.5,149.8,0.6,3,,,95.3,0,0
400,2023-04-05 4:00,12.5,108.8,0.9,2.5,,,96.1,0,0
400,2023-04-05 5:00,12.8,119.6,1,3,,,97.1,0,0
400,2023-04-05 6:00,12.9,119,1.1,4,,,97.4,0,0
400,2023-04-05 7:00,13,118.3,1,3,,,96.8,0,0
400,2023-04-05 8:00,13.2,134,1.1,2,,,97.2,0,0
400,2023-04-05 9:00,13.5,112.1,0.9,2,,,97.6,0,0
400,2023-04-05 10:00,14,135.5,1.1,2,,,97.2,0,0
400,2023-04-05 11:00,14.5,105.8,1.5,2,,,97.2,0,0
400,2023-04-05 12:00,14.9,108.8,0.8,3,,,97.9,0,0
400,2023-04-05 13:00,15.1,152.4,0.8,6,,,98.5,0,0
400,2023-04-05 14:00,15.1,226.5,1.5,5.5,,,97.1,0,0
400,2023-04-05 15:00,15.3,261.3,1,0,,,91.8,0,0
400,2023-04-05 16:00,14.1,246.5,2.7,0,,,91.6,0,0
400,2023-04-05 17:00,11.8,246.7,2.3,0,,,93.1,0,0
400,2023-04-05 18:00,11.5,247.7,2.7,0,,,83.7,0,0
400,2023-04-05 19:00,10.4,251.2,1.8,0,,,92.1,0,0
400,2023-04-05 20:00,10.2,260.5,1.6,0,,,93.2,0,0
400,2023-04-05 21:00,9.8,251.8,2.6,0,,,90.5,0,0
400,2023-04-05 22:00,9,272.2,1.3,0.5,,,92.7,0,0
400,2023-04-05 23:00,9.2,201.9,2,0,,,87.2,0,0
400,2023-04-06 0:00,9.7,182.5,2.2,0,,,81.8,0,0
400,2023-04-06 1:00,9.3,177.5,2.1,0,,,85,0,0
400,2023-04-06 2:00,9.2,201.9,1,0,,,90.1,0,0
400,2023-04-06 3:00,9.4,133.8,0.8,0,,,89.3,0,0
400,2023-04-06 4:00,9.2,112.9,0.5,0,,,93.6,0,0
400,2023-04-06 5:00,9.3,175.8,0.6,0,,,94.4,0,0
400,2023-04-06 6:00,9.2,110.2,0.8,0,,,95.4,0,0
400,2023-04-06 7:00,9.4,107.7,0.8,0,,,96.6,0,0
400,2023-04-06 8:00,9.8,169,1,0,,,94.4,0,0
400,2023-04-06 9:00,10.1,210.7,2,0,,,90.6,0,0
400,2023-04-06 10:00,9.9,195.9,1.3,0,,,91.2,0,0
400,2023-04-06 11:00,9.9,198.1,2.3,0,,,90.6,0,0
400,2023-04-06 12:00,10.6,180.5,1.7,0,,,85.7,0,0
400,2023-04-06 13:00,10.2,245.3,1.4,0.5,,,90.8,0,0
400,2023-04-06 14:00,10.3,226.6,2.1,0,,,85.4,0,0
400,2023-04-06 15:00,10.5,227.1,1.7,0,,,85.1,0,0
400,2023-04-06 16:00,9.9,226,2.7,0,,,85,0,0
400,2023-04-06 17:00,10.5,227.2,1.8,0,,,76.6,0,0
400,2023-04-06 18:00,10.4,245.3,1.8,0,,,75.1,0,0
400,2023-04-06 19:00,9.6,242.6,1.3,0,,,79.4,0,0
400,2023-04-06 20:00,8.5,244.2,1.1,1,,,88.4,0,0
400,2023-04-06 21:00,8.4,198.8,1.5,1,,,90,0,0
400,2023-04-06 22:00,8.1,235.9,1.9,0,,,89.8,0,0
400,2023-04-06 23:00,8,253.1,1.2,0,,,86.4,0,0
400,2023-04-07 0:00,7.8,247.7,1.3,0,,,83.9,0,0
400,2023-04-07 1:00,7.2,247.4,1.3,0,,,82.9,0,0
400,2023-04-07 2:00,6.4,269.9,0.7,0,,,87.3,0,0
400,2023-04-07 3:00,5.9,132,0.6,0,,,91.6,0,0
400,2023-04-07 4:00,5.7,162.7,0.7,0,,,93.4,0,0
400,2023-04-07 5:00,4.8,0,0.1,0,,,95.4,0,0
400,2023-04-07 6:00,4.7,96.9,0.5,0,,,96.7,0,0
400,2023-04-07 7:00,5,0,0.3,0,,,97.8,0,0
400,2023-04-07 8:00,7.9,148,0.6,0,,,84.8,0,0
400,2023-04-07 9:00,9.3,126,1,0,,,75.4,0,0
400,2023-04-07 10:00,11.9,204.9,1.3,0,,,60.3,0,0
400,2023-04-07 11:00,13.4,227.2,1.4,0,,,52.1,0,0
400,2023-04-07 12:00,14.9,264.5,2.5,0,,,41.1,0,0
400,2023-04-07 13:00,15.4,272.2,2.7,0,,,39.3,0,0
400,2023-04-07 14:00,15.7,259.9,3.5,0,,,34.9,0,0
400,2023-04-07 15:00,14.8,266.4,4.2,0,,,31.9,0,0
400,2023-04-07 16:00,14.8,229.4,3,0,,,35.9,0,0
400,2023-04-07 17:00,14,264.4,3.3,0,,,41.6,0,0
400,2023-04-07 18:00,12.1,262.8,4.4,0,,,33.2,0,0
400,2023-04-07 19:00,10,267,3.3,0,,,33.5,0,0
400,2023-04-07 20:00,9,294,2.5,0,,,36,0,0
400,2023-04-07 21:00,8,304.3,3.1,0,,,36.1,0,0
400,2023-04-07 22:00,7.1,327.9,2.7,0,,,32.6,0,0
400,2023-04-07 23:00,6.6,329.7,2.4,0,,,30.3,0,0
400,2023-04-08 0:00,6.1,284,1.5,0,,,32.8,0,0
400,2023-04-08 1:00,6.1,300.2,1.6,0,,,33.3,0,0
400,2023-04-08 2:00,5.8,258.1,1.7,0,,,38.9,0,0
400,2023-04-08 3:00,5.7,262.8,1.8,0,,,44.8,0,0
400,2023-04-08 4:00,4.9,279.9,0.8,0,,,49.6,0,0
400,2023-04-08 5:00,3.4,0,0.3,0,,,57.4,0,0
400,2023-04-08 6:00,3.4,0,0.4,0,,,58.6,0,0
400,2023-04-08 7:00,4.6,184.4,0.6,0,,,61,0,0
400,2023-04-08 8:00,7.1,234.3,1.6,0,,,58.9,0,0
400,2023-04-08 9:00,9.6,265.1,1.9,0,,,55.4,0,0
400,2023-04-08 10:00,11.9,303.9,1.9,0,,,45.8,0,0
400,2023-04-08 11:00,12.9,333.8,2.6,0,,,23.8,0,0
400,2023-04-08 12:00,13.6,283.7,4,0,,,20.6,0,0
400,2023-04-08 13:00,14.2,317.3,3.5,0,,,19.3,0,0
400,2023-04-08 14:00,15.1,290.8,2.9,0,,,22.2,0,0
400,2023-04-08 15:00,15.1,259.9,3.1,0,,,27.1,0,0
400,2023-04-08 16:00,14.6,321.1,4.2,0,,,21.3,0,0
400,2023-04-08 17:00,14.2,261,2.7,0,,,23.4,0,0
400,2023-04-08 18:00,12.6,248.8,2.9,0,,,30.8,0,0
400,2023-04-08 19:00,11.2,244.9,2.1,0,,,28.9,0,0
400,2023-04-08 20:00,10.1,259.9,2,0,,,35.8,0,0
400,2023-04-08 21:00,9.5,263.5,2.8,0,,,40.5,0,0
400,2023-04-08 22:00,8.9,234.5,1.4,0,,,43.4,0,0
400,2023-04-08 23:00,7.7,245.9,0.9,0,,,50.2,0,0
400,2023-04-09 0:00,7.2,272.8,1.1,0,,,54.2,0,0
400,2023-04-09 1:00,5.7,0,0.2,0,,,60.4,0,0
400,2023-04-09 2:00,4.9,0,0.1,0,,,66.8,0,0
400,2023-04-09 3:00,5.4,105,0.7,0,,,70.8,0,0
400,2023-04-09 4:00,4.3,0,0.4,0,,,72.5,0,0
400,2023-04-09 5:00,4.3,0,0.2,0,,,79.7,0,0
400,2023-04-09 6:00,4.2,96.2,1,0,,,84.3,0,0
400,2023-04-09 7:00,5.1,104.5,1.4,0,,,79.2,0,0
400,2023-04-09 8:00,7.6,146,1.2,0,,,64.4,0,0
400,2023-04-09 9:00,9.9,138.2,1.4,0,,,48.6,0,0
400,2023-04-09 10:00,12.5,155.7,1.7,0,,,41.4,0,0
400,2023-04-09 11:00,14.3,252.4,1.4,0,,,37.3,0,0
400,2023-04-09 12:00,16.3,210.3,2.4,0,,,37,0,0
400,2023-04-09 13:00,17.6,231.1,2.3,0,,,31.4,0,0
400,2023-04-09 14:00,18.4,250.8,3,0,,,24.6,0,0
400,2023-04-09 15:00,18.2,285.4,3.1,0,,,24.9,0,0
400,2023-04-09 16:00,17.6,295.6,2.5,0,,,26.9,0,0
400,2023-04-09 17:00,16.4,271.8,3.2,0,,,30.4,0,0
400,2023-04-09 18:00,14.8,232.9,2.6,0,,,36.3,0,0
400,2023-04-09 19:00,13.6,241.7,2.1,0,,,37.9,0,0
400,2023-04-09 20:00,12.6,263.4,1.1,0,,,39.4,0,0
400,2023-04-09 21:00,10.8,225,0.7,0,,,48.8,0,0
400,2023-04-09 22:00,9.9,0,0.4,0,,,53.3,0,0
400,2023-04-09 23:00,8.9,0,0.4,0,,,61.3,0,0
400,2023-04-10 0:00,8,0,0.1,0,,,66.4,0,0
400,2023-04-10 1:00,7.2,0,0.2,0,,,71.3,0,0
400,2023-04-10 2:00,6.9,0,0.2,0,,,74.2,0,0
400,2023-04-10 3:00,6.3,0,0.3,0,,,78.3,0,0
400,2023-04-10 4:00,6.2,0,0.4,0,,,75.5,0,0
400,2023-04-10 5:00,5.5,0,0,0,,,80.7,0,0
400,2023-04-10 6:00,6.6,104.2,1.2,0,,,70,0,0
400,2023-04-10 7:00,7.3,105.8,0.5,0,,,65.4,0,0
400,2023-04-10 8:00,10.2,154.6,1.3,0,,,37.3,0,0
400,2023-04-10 9:00,12.3,122,1.6,0,,,30.9,0,0
400,2023-04-10 10:00,14.6,164.6,2.1,0,,,25.5,0,0
400,2023-04-10 11:00,15.5,235.2,2.7,0,,,25.3,0,0
400,2023-04-10 12:00,17,190.5,2.7,0,,,28.7,0,0
400,2023-04-10 13:00,18.1,245.3,3.3,0,,,28.5,0,0
400,2023-04-10 14:00,19.3,226.5,3.3,0,,,30.2,0,0
400,2023-04-10 15:00,19.4,236.7,3.2,0,,,28.9,0,0
400,2023-04-10 16:00,18.9,232.2,3.5,0,,,27.7,0,0
400,2023-04-10 17:00,18.8,215.8,3.1,0,,,27.5,0,0
400,2023-04-10 18:00,18,231.1,2.5,0,,,27.3,0,0
400,2023-04-10 19:00,17,238.6,2.2,0,,,28.8,0,0
400,2023-04-10 20:00,16.7,202.6,1.6,0,,,30.5,0,0
400,2023-04-10 21:00,14.4,0,0.3,0,,,37.4,0,0
400,2023-04-10 22:00,14.1,123,0.7,0,,,40,0,0
400,2023-04-10 23:00,13.8,0,0.3,0,,,43.8,0,0
400,2023-04-11 0:00,13,0,0.4,0,,,47.1,0,0
400,2023-04-11 1:00,12.2,157,0.5,0,,,52.4,0,0
400,2023-04-11 2:00,13.3,203.4,1.1,0,,,45.5,0,0
400,2023-04-11 3:00,13.2,206.1,1.1,0,,,41.7,0,0
400,2023-04-11 4:00,14.3,142.2,1.4,0,,,48.5,0,0
400,2023-04-11 5:00,14.7,138.3,1.9,0,,,43.5,0,0
400,2023-04-11 6:00,14.5,166.7,2.4,0,,,49,0,0
400,2023-04-11 7:00,14.6,151.7,2.1,0,,,55.1,0,0
400,2023-04-11 8:00,15.3,160.5,3.5,0,,,59.9,0,0
400,2023-04-11 9:00,16.6,158.2,1.8,0,,,61.6,0,0
400,2023-04-11 10:00,19,229.7,3.5,0,,,58.4,0,0
400,2023-04-11 11:00,17.5,235.9,3.8,0,,,69,0,0
400,2023-04-11 12:00,17.2,235.2,3.3,0,,,68.8,0,0
400,2023-04-11 13:00,16.4,239.4,2.5,0,,,73.2,0,0
400,2023-04-11 14:00,14.6,259.3,3.6,1,,,84,0,0
400,2023-04-11 15:00,13.5,271,2.1,0.5,,,90.3,0,0
400,2023-04-11 16:00,12.4,243.9,2.5,0,,,90.4,0,0
400,2023-04-11 17:00,12.8,223.3,1.3,0,,,86.3,0,0
400,2023-04-11 18:00,13,237.8,1.5,0,,,84.3,0,0
400,2023-04-11 19:00,12.5,254.4,2.3,0,,,84.8,0,0
400,2023-04-11 20:00,12.5,227,1.5,0,,,82.5,0,0
400,2023-04-11 21:00,12.1,258,1.8,0,,,67.7,0,0
400,2023-04-11 22:00,11.6,260.8,2.1,0,,,64.3,0,0
400,2023-04-11 23:00,11.5,304.5,1.2,0,,,53.8,0,0
400,2023-04-12 0:00,11.3,325.7,2.1,0,,,31.9,0,0
400,2023-04-12 1:00,10.4,329.6,1,0,,,27,0,0
400,2023-04-12 2:00,7.4,0,0.3,0,,,45.1,0,0
400,2023-04-12 3:00,6.5,0,0.4,0,,,53.9,0,0
400,2023-04-12 4:00,5.8,7.5,0.6,0,,,57,0,0
400,2023-04-12 5:00,5.1,0,0.1,0,,,59.3,0,0
400,2023-04-12 6:00,4.3,0,0.4,0,,,61,0,0
400,2023-04-12 7:00,5.4,0,0.3,0,,,57.8,0,0
400,2023-04-12 8:00,9,97.9,0.5,0,,,46.2,0,0
400,2023-04-12 9:00,11.9,255,1.3,0,,,21,0,0
400,2023-04-12 10:00,12.9,299.5,1.9,0,,,14.4,0,0
400,2023-04-12 11:00,14.1,280.4,3,0,,,12.3,0,0
400,2023-04-12 12:00,15.4,297.8,2.5,0,,,13.5,0,0
400,2023-04-12 13:00,14.9,272.1,3.5,0,,,11.6,0,0
400,2023-04-12 14:00,15.2,310.3,3.7,0,,,11.9,0,0
400,2023-04-12 15:00,15.4,280.5,3.2,0,,,13,0,0
400,2023-04-12 16:00,15.3,273.2,2.7,0,,,13.8,0,0
400,2023-04-12 17:00,14.3,241.6,3.4,0,,,20.4,0,0
400,2023-04-12 18:00,13.3,257.4,2.4,0,,,25.1,0,0
400,2023-04-12 19:00,12.3,259.4,1.9,0,,,27.6,0,0
400,2023-04-12 20:00,11.5,233.9,1.5,0,,,31.5,0,0
400,2023-04-12 21:00,9.5,0,0.3,0,,,37.5,0,0
400,2023-04-12 22:00,9.3,181.3,0.9,0,,,49.7,0,0
400,2023-04-12 23:00,9.2,238.4,1.5,0,,,51.9,0,0
400,2023-04-13 0:00,8.7,231.2,1.3,0,,,57.2,0,0
400,2023-04-13 1:00,7.5,136.7,0.6,0,,,57.9,0,0
400,2023-04-13 2:00,7.1,140.4,0.8,0,,,63.4,0,0
400,2023-04-13 3:00,6.4,0,0.4,0,,,68.1,0,0
400,2023-04-13 4:00,6.4,145,0.7,0,,,71,0,0
400,2023-04-13 5:00,6.3,168.6,0.7,0,,,68.3,0,0
400,2023-04-13 6:00,6.3,122.9,0.8,0,,,65.9,0,0
400,2023-04-13 7:00,6.9,111.2,1.3,0,,,60.9,0,0
400,2023-04-13 8:00,8.6,106.4,1,0,,,47.7,0,0
400,2023-04-13 9:00,11.4,72,0.9,0,,,39.5,0,0
400,2023-04-13 10:00,13.1,140.4,1.5,0,,,28.5,0,0
400,2023-04-13 11:00,14.8,137.5,1.7,0,,,23.5,0,0
400,2023-04-13 12:00,16.2,245.4,2,0,,,14,0,0
400,2023-04-13 13:00,16.9,265.2,2.1,0,,,16.6,0,0
400,2023-04-13 14:00,17.2,267.1,1,0,,,17.8,0,0
400,2023-04-13 15:00,18.1,283.8,1.9,0,,,13,0,0
400,2023-04-13 16:00,18.2,297,0.9,0,,,12.6,0,0
400,2023-04-13 17:00,18.5,188.4,0.6,0,,,16.4,0,0
400,2023-04-13 18:00,17.8,16.1,0.7,0,,,14.8,0,0
400,2023-04-13 19:00,16.2,292.8,0.6,0,,,19.4,0,0
400,2023-04-13 20:00,13.1,0,0.4,0,,,38.4,0,0
400,2023-04-13 21:00,12.3,288.6,0.5,0,,,37,0,0
400,2023-04-13 22:00,12.2,0,0.1,0,,,43.8,0,0
400,2023-04-13 23:00,12.6,291.6,0.8,0,,,38.2,0,0
400,2023-04-14 0:00,11.2,0,0.2,0,,,52.2,0,0
400,2023-04-14 1:00,11.2,100.9,0.5,0,,,51.4,0,0
400,2023-04-14 2:00,11.7,0,0.3,0,,,47.6,0,0
400,2023-04-14 3:00,11.8,0,0.1,0,,,51.8,0,0
400,2023-04-14 4:00,12,0,0.1,0,,,54.6,0,0
400,2023-04-14 5:00,11.7,0,0.3,0,,,55.1,0,0
400,2023-04-14 6:00,11.4,0,0.3,0,,,60.2,0,0
400,2023-04-14 7:00,12.1,0,0.2,0,,,60.2,0,0
400,2023-04-14 8:00,13.4,116.3,0.5,0,,,50.2,0,0
400,2023-04-14 9:00,14.7,12.9,0.5,0,,,48.2,0,0
400,2023-04-14 10:00,16,54.5,0.7,0,,,50.2,0,0
400,2023-04-14 11:00,18.3,116.7,1.3,0,,,46.4,0,0
400,2023-04-14 12:00,19.5,167.1,1.8,0,,,44,0,0
400,2023-04-14 13:00,20.6,351.2,0.9,0,,,40.2,0,0
400,2023-04-14 14:00,21.9,257.2,0.9,0,,,30.6,0,0
400,2023-04-14 15:00,22.5,9.2,1.7,0,,,33.4,0,0
400,2023-04-14 16:00,22,327.2,1.2,0,,,34.6,0,0
400,2023-04-14 17:00,21.3,337.7,1.6,0,,,38.4,0,0
400,2023-04-14 18:00,20.5,325.2,1.8,0,,,38.8,0,0
400,2023-04-14 19:00,18.8,5.4,1.2,0,,,52.5,0,0
400,2023-04-14 20:00,17.6,318.1,0.5,0,,,57.4,0,0
400,2023-04-14 21:00,17,0,0.2,0,,,59.5,0,0
400,2023-04-14 22:00,15.4,0,0.1,0,,,68.4,0,0
400,2023-04-14 23:00,15,323.3,0.5,0,,,67.9,0,0
400,2023-04-15 0:00,14.5,0,0.1,0,,,73.8,0,0
400,2023-04-15 1:00,14.3,0,0.2,0,,,72.8,0,0
400,2023-04-15 2:00,14.2,0,0.4,0,,,74.7,0,0
400,2023-04-15 3:00,13.6,0,0.2,0,,,77.5,0,0
400,2023-04-15 4:00,13.1,281.2,0.6,0,,,76.9,0,0
400,2023-04-15 5:00,13.6,284.3,0.7,0,,,75.5,0,0
400,2023-04-15 6:00,14.1,243.9,0.8,0,,,74.1,0,0
400,2023-04-15 7:00,14.1,0,0.1,0,,,75.4,0,0
400,2023-04-15 8:00,15.9,0,0.4,0,,,68,0,0
400,2023-04-15 9:00,16.8,2,0.7,0,,,65.7,0,0
400,2023-04-15 10:00,16.9,321.6,1,0,,,65.1,0,0
400,2023-04-15 11:00,14.6,292.7,1.2,0.5,,,84.7,0,0
400,2023-04-15 12:00,14.1,264.3,1.9,1,,,84.8,0,0
400,2023-04-15 13:00,14,146.1,0.9,0.5,,,83,0,0
400,2023-04-15 14:00,15.3,284.9,0.9,0,,,71.7,0,0
400,2023-04-15 15:00,15.9,280.7,1.9,0,,,73.9,0,0
400,2023-04-15 16:00,16.3,219.6,0.7,0,,,60.5,0,0
400,2023-04-15 17:00,17.5,206.5,2,0,,,56.1,0,0
400,2023-04-15 18:00,15.5,264.9,2.6,0,,,61,0,0
400,2023-04-15 19:00,12.4,303.3,1.4,0,,,75.3,0,0
400,2023-04-15 20:00,10.6,267.2,2.6,0,,,83.7,0,0
400,2023-04-15 21:00,11.1,221.8,1.3,0,,,84.4,0,0
400,2023-04-15 22:00,10.6,220.1,1.3,0,,,83.4,0,0
400,2023-04-15 23:00,10.2,235.9,2.3,0,,,82.5,0,0
400,2023-04-16 0:00,9.7,238,1.3,0,,,83.8,0,0
400,2023-04-16 1:00,9,273.3,1.3,0,,,84,0,0
400,2023-04-16 2:00,8.6,269.6,0.6,0,,,88.4,0,0
400,2023-04-16 3:00,8.9,236.1,1.7,0,,,86.3,0,0
400,2023-04-16 4:00,8.6,242.8,2,0,,,84.2,0,0
400,2023-04-16 5:00,8.2,221.2,2,0,,,84.5,0,0
400,2023-04-16 6:00,8.3,209.8,1.2,0,,,81.7,0,0
400,2023-04-16 7:00,8.2,176,0.8,0,,,79.4,0,0
400,2023-04-16 8:00,8.9,94.8,0.7,0,,,77.9,0,0
400,2023-04-16 9:00,10,181.1,1,0,,,71.9,0,0
400,2023-04-16 10:00,11.5,193.4,1,0,,,66.8,0,0
400,2023-04-16 11:00,13.4,213.6,1.1,0,,,52.4,0,0
400,2023-04-16 12:00,15.1,250.1,1.6,0,,,48.6,0,0
400,2023-04-16 13:00,14.7,306.6,2.3,0,,,52.9,0,0
400,2023-04-16 14:00,15.3,291.2,2,0,,,53.9,0,0
400,2023-04-16 15:00,16.4,267,2.5,0,,,41,0,0
400,2023-04-16 16:00,16.2,325.8,2.9,0,,,39.8,0,0
400,2023-04-16 17:00,16.7,322,3,0,,,29.9,0,0
400,2023-04-16 18:00,14.1,306.2,3.2,0,,,41.8,0,0
400,2023-04-16 19:00,13.7,323.2,1.8,0,,,39.1,0,0
400,2023-04-16 20:00,12.9,248.3,1.2,0,,,44.9,0,0
400,2023-04-16 21:00,12.4,246.5,1.5,0,,,47.7,0,0
400,2023-04-16 22:00,11.8,239.3,1.1,0,,,53,0,0
400,2023-04-16 23:00,11.1,259,1.4,0,,,59.3,0,0
400,2023-04-17 0:00,10.3,269.8,1.9,0,,,61.7,0,0
400,2023-04-17 1:00,9.8,243.4,1.5,0,,,66.8,0,0
400,2023-04-17 2:00,8.8,260.3,0.7,0,,,72.1,0,0
400,2023-04-17 3:00,7.6,0,0.4,0,,,77.8,0,0
400,2023-04-17 4:00,7.1,0,0.4,0,,,80.9,0,0
400,2023-04-17 5:00,6.3,0,0.3,0,,,85,0,0
400,2023-04-17 6:00,6,0,0.3,0,,,88.1,0,0
400,2023-04-17 7:00,8.1,157.3,0.6,0,,,81.8,0,0
400,2023-04-17 8:00,9.8,153.6,1.4,0,,,72.7,0,0
400,2023-04-17 9:00,12.8,166.2,1.2,0,,,60.1,0,0
400,2023-04-17 10:00,14.2,122.4,1.6,0,,,51.2,0,0
400,2023-04-17 11:00,15.8,256.5,1.6,0,,,37.4,0,0
400,2023-04-17 12:00,16.1,218.2,1.6,0,,,37.8,0,0
400,2023-04-17 13:00,16.6,218.1,2,0,,,34.7,0,0
400,2023-04-17 14:00,17.8,270.4,2,0,,,31.2,0,0
400,2023-04-17 15:00,17.4,171.3,1,0,,,30.8,0,0
400,2023-04-17 16:00,18.6,243.5,1.1,0,,,28.1,0,0
400,2023-04-17 17:00,18.4,0.8,0.8,0,,,26.6,0,0
400,2023-04-17 18:00,17.9,347.7,1,0,,,30.6,0,0
400,2023-04-17 19:00,17.4,9.1,0.9,0,,,30.7,0,0
400,2023-04-17 20:00,16.5,31.6,1.2,0,,,38.6,0,0
400,2023-04-17 21:00,16.6,94.9,1.5,0,,,36.1,0,0
400,2023-04-17 22:00,16.3,158.2,0.6,0,,,39.4,0,0
400,2023-04-17 23:00,16.1,169.3,1,0,,,39.3,0,0
400,2023-04-18 0:00,15.3,0,0.3,0,,,42.5,0,0
400,2023-04-18 1:00,15.5,174.2,0.8,0,,,39.6,0,0
400,2023-04-18 2:00,15.8,112.4,0.7,0,,,37.5,0,0
400,2023-04-18 3:00,15.8,169.5,0.8,0,,,39.4,0,0
400,2023-04-18 4:00,15.6,171.9,2.5,0,,,40.8,0,0
400,2023-04-18 5:00,15.4,0,0.4,0,,,43.3,0,0
400,2023-04-18 6:00,13.8,156.7,1.4,0,,,65.2,0,0
400,2023-04-18 7:00,11.8,105.4,1,0,,,80.4,0,0
400,2023-04-18 8:00,11,17.5,1.4,0.5,,,88.8,0,0
400,2023-04-18 9:00,11,0,0.4,0.5,,,93,0,0
400,2023-04-18 10:00,11.1,26.1,1.3,0.5,,,93.8,0,0
400,2023-04-18 11:00,11.4,94.8,1.2,0.5,,,94.5,0,0
400,2023-04-18 12:00,11.7,20.2,0.9,0,,,94,0,0
400,2023-04-18 13:00,13.3,105.9,1,0,,,93.5,0,0
400,2023-04-18 14:00,14,127,1.2,0,,,78.7,0,0
400,2023-04-18 15:00,15.6,64,0.9,0,,,75.9,0,0
400,2023-04-18 16:00,17.2,156.5,1.6,0,,,69.9,0,0
400,2023-04-18 17:00,17.7,188.2,1.8,0,,,68.2,0,0
400,2023-04-18 18:00,17.3,176.6,1.8,0,,,69.3,0,0
400,2023-04-18 19:00,15.4,167.1,1.6,0,,,77.7,0,0
400,2023-04-18 20:00,14.5,182.8,1.3,0,,,81.5,0,0
400,2023-04-18 21:00,13.6,157.3,0.5,0,,,85.2,0,0
400,2023-04-18 22:00,13.2,129.8,0.5,0,,,88.1,0,0
400,2023-04-18 23:00,12.7,108.4,0.5,0,,,90.3,0,0
400,2023-04-19 0:00,12,97.9,1,0,,,94,0,0
400,2023-04-19 1:00,12.7,0,0.4,0,,,94.7,0,0
400,2023-04-19 2:00,13.5,138,0.5,0,,,88.6,0,0
400,2023-04-19 3:00,13.3,0,0.3,0,,,85.5,0,0
400,2023-04-19 4:00,13.2,0,0.2,0,,,87.3,0,0
400,2023-04-19 5:00,12.6,145.1,0.6,0,,,91.6,0,0
400,2023-04-19 6:00,12.1,94,0.5,0,,,93,0,0
400,2023-04-19 7:00,12.3,352.8,0.8,0,,,91.8,0,0
400,2023-04-19 8:00,15.6,19.4,1,0,,,73.5,0,0
400,2023-04-19 9:00,16.8,127.3,1.5,0,,,65.1,0,0
400,2023-04-19 10:00,18.8,8.4,1.7,0,,,60.2,0,0
400,2023-04-19 11:00,21.2,42.7,1,0,,,50.8,0,0
400,2023-04-19 12:00,23.3,318.1,1,0,,,41.6,0,0
400,2023-04-19 13:00,25.5,172.2,2.4,0,,,32.3,0,0
400,2023-04-19 14:00,26.9,145.6,2.2,0,,,28.6,0,0
400,2023-04-19 15:00,27.8,187.3,2.5,0,,,26.4,0,0
400,2023-04-19 16:00,28,166.3,2.1,0,,,25.7,0,0
400,2023-04-19 17:00,28.3,217,1.4,0,,,24.9,0,0
400,2023-04-19 18:00,26.2,286,2.3,0,,,32.8,0,0
400,2023-04-19 19:00,22.4,264.8,3.4,0,,,45.3,0,0
400,2023-04-19 20:00,20.3,265.1,2.1,0,,,57.7,0,0
400,2023-04-19 21:00,18.7,182.7,0.7,0,,,68.7,0,0
400,2023-04-19 22:00,17.3,0,0.1,0,,,77.8,0,0
400,2023-04-19 23:00,18.4,0,0.4,0,,,75.7,0,0
400,2023-04-20 0:00,19.2,247,1.1,0,,,76.4,0,0
400,2023-04-20 1:00,18.6,250,1.7,0,,,77.6,0,0
400,2023-04-20 2:00,17.9,243.6,1.9,0,,,81.5,0,0
400,2023-04-20 3:00,17.5,252.6,1.5,0,,,84.9,0,0
400,2023-04-20 4:00,17,246.7,1.2,0,,,88.3,0,0
400,2023-04-20 5:00,16.5,267.6,1,0,,,88.9,0,0
400,2023-04-20 6:00,16.2,262.2,1.2,0,,,89.4,0,0
400,2023-04-20 7:00,15.9,327.6,0.7,0,,,88.4,0,0
400,2023-04-20 8:00,15.9,260.5,2.4,0,,,88.5,0,0
400,2023-04-20 9:00,16.7,243.3,0.9,0,,,84.4,0,0
400,2023-04-20 10:00,17.9,263.1,1.9,0,,,76.7,0,0
400,2023-04-20 11:00,18.6,241.2,2.2,0,,,74.8,0,0
400,2023-04-20 12:00,18.6,237.5,2.1,0,,,76.3,0,0
400,2023-04-20 13:00,18.5,231.8,2.1,0,,,76,0,0
400,2023-04-20 14:00,18.8,309.6,1.6,0,,,73.9,0,0
400,2023-04-20 15:00,18.5,259.2,2.4,0,,,73.8,0,0
400,2023-04-20 16:00,18.3,331.1,1.6,0,,,75.6,0,0
400,2023-04-20 17:00,18,330.9,1.5,0,,,76.3,0,0
400,2023-04-20 18:00,17.2,268.7,1,0,,,79.4,0,0
400,2023-04-20 19:00,17,274.8,0.9,0,,,80.5,0,0
400,2023-04-20 20:00,17,260.2,0.5,0,,,81.2,0,0
400,2023-04-20 21:00,17.2,0,0.4,0,,,80.3,0,0
400,2023-04-20 22:00,16.3,319.2,0.8,0,,,82,0,0
400,2023-04-20 23:00,15.8,320.5,0.7,0,,,86.2,0,0
400,2023-04-21 0:00,15.3,270.4,1,0,,,89.1,0,0
400,2023-04-21 1:00,15.5,328.3,1.3,0,,,87.1,0,0
400,2023-04-21 2:00,15.2,308.8,0.8,0,,,85.6,0,0
400,2023-04-21 3:00,15,353.4,1.4,0,,,81.9,0,0
